id,duration,Rating,action,adventure,biography,comedy,crime,drama,family,fantasy,history,horror,mystery,romance,scifi,thriller,war,western,musical,animation,sport,music,noir,yearPublished,monthPublished,budget,gross,disney,warner,sony,universal,fox,paramount,summit,dimension,mgm,dreamworks,marvel,miramax,columbia,united,utv,pixomondo,dharma,productionCorpsOthers,contentRating,language,location,tfidf1,tfidf2,tfidf3,tfidf4
4061,104,51,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,8,17,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,8,43,9,0
4062,96,68,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1982,7,16,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,38,1,0
4063,94,58,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,17,49,5,0
4064,105,62,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014,1,17,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,15,59,2,1
4065,108,66,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,8,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,4,29,6,0
4066,125,59,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2013,3,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,10,50,7,1
4067,117,66,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,6,17,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,38,4,3
4068,154,61,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2006,6,18,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,14,41,2,0
4069,95,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,11,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,8,38,18,0
4070,130,51,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,4,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,4,44,4,0
4071,124,64,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,11,17,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11,50,7,1
4072,134,75,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,5,18,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,12,42,4,0
4073,130,68,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,12,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,69,3,0
4074,99,57,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,2,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,8,3,21,0,0
4076,120,61,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1998,5,18,18,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,9,53,3,0
4077,142,78,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,8,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,10,10,35,1,0
4078,100,49,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,5,18,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,11,36,2,0
4079,95,71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,1,18,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,10,5,27,3,0
4082,117,62,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014,2,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,7,29,0,0
4083,119,68,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,4,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,24,0,0
4084,125,71,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1977,8,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,10,2,30,3,0
4086,92,70,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2008,1,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,12,60,6,0
4087,117,69,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1992,6,17,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,46,2,0
4088,113,59,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2004,12,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,5,34,1,1
4089,144,75,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1970,9,17,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,10,1,36,1,0
4090,96,67,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,4,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,11,39,1,0
4091,130,67,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1987,7,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,10,1,22,2,0
4092,103,42,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,7,18,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,5,56,7,1
4093,98,56,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,5,18,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,13,66,1,0
4094,104,67,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,5,18,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,7,29,4,0
4095,126,70,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2006,11,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,8,40,1,0
4096,102,67,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8,17,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,10,10,20,6,0
4097,109,61,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2011,2,17,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,5,31,0,0
4098,136,69,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2005,7,18,17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,11,11,4,0
4099,107,67,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,8,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,4,36,0,0
4100,100,67,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2002,3,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,8,33,4,0
4101,117,62,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014,2,18,17,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,3,11,42,2,1
4102,114,71,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,10,18,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,28,0,0
4103,132,65,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014,3,18,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,6,40,2,0
4104,90,66,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,8,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,49,6,0
4105,117,65,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2015,7,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,20,0,0
4107,119,68,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1976,6,16,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,19,46,3,0
4108,129,65,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,4,17,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12,23,1,0
4111,115,71,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,7,18,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,32,1,0
4112,175,55,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,11,18,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7,46,5,0
4113,106,48,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1999,6,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,33,2,0
4115,107,64,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,7,17,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,35,0,0
4116,124,81,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1988,7,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,10,8,34,2,0
4118,109,77,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,9,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,39,0,0
4119,114,65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1989,5,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,20,0,0
4122,118,65,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,6,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,9,38,1,0
4123,109,63,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2003,7,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,45,7,1
4124,135,76,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,3,17,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,22,1,0
4125,106,70,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2014,2,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,6,21,1,0
4126,138,72,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002,3,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,38,3,0
4127,150,65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,7,18,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,10,44,3,0
4128,98,77,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1956,8,14,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,1,2,20,2,0
4129,115,68,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2012,2,18,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,3,20,4,0
4130,130,78,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,8,17,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,9,27,1,1
4132,100,54,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,10,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,7,39,2,0
4133,135,61,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1995,7,18,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,26,0,0
4134,96,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1997,8,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,24,4,0
4135,117,68,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,8,31,3,0
4136,102,38,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,12,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,10,13,39,5,1
4137,107,55,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,35,0,0
4138,147,66,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,7,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,10,4,27,0,0
4139,101,66,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1987,11,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,70,1,0
4140,115,66,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,5,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,12,57,5,1
4141,130,73,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2011,4,18,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,10,50,5,0
4142,103,65,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,8,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,13,53,3,0
4143,126,67,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,7,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,6,10,1,20,0,0
4144,111,66,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,26,0,0
4145,154,77,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2003,12,18,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11,66,4,0
4146,98,68,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,11,18,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,20,2,0
4148,117,68,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,6,18,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,10,39,2,1
4149,140,67,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,5,18,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,9,56,4,0
4150,119,65,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1997,12,18,18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,8,9,29,2,0
4151,138,57,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2003,6,18,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,5,39,2,0
4152,115,67,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2013,10,17,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,23,0,0
4153,118,58,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009,8,18,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,8,46,5,0
4155,83,80,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1996,3,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,10,3,36,3,0
4157,130,64,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,8,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,11,43,7,0
4158,105,56,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,8,30,3,0
4159,131,64,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013,6,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,13,25,1,0
4161,127,61,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,6,18,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,8,26,2,0
4162,108,78,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2004,7,18,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,20,1,0
4163,85,26,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,4,17,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,10,5,24,3,0
4166,117,68,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,18,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,34,1,0
4167,103,63,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2012,2,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,10,25,4,0
4168,129,67,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2003,11,18,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,31,1,0
4169,107,75,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2002,12,16,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,8,6,32,3,0
4170,111,70,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,8,17,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,9,33,7,0
4171,111,70,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2003,5,17,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,45,7,0
4172,127,80,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1979,5,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,7,47,2,0
4173,129,75,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,12,18,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,15,1,0
4174,108,67,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1,16,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,48,3,0
4175,102,76,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,5,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,33,2,0
4177,95,68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2001,6,18,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,10,13,36,3,1
4178,138,73,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1997,6,18,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13,50,2,2
4180,117,67,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2002,3,17,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,10,3,49,8,0
4181,108,55,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,5,16,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,7,14,2,0
4182,100,71,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,13,42,0,0
4183,133,66,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1989,7,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,10,9,32,0,2
4185,119,65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013,3,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,26,0,0
4187,109,57,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,39,2,0
4188,111,61,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,4,17,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,13,0,0
4189,96,51,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,9,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,7,60,2,0
4190,127,71,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,10,18,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,10,18,39,3,3
4191,125,59,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1997,8,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,38,0,0
4192,109,70,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,8,16,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,10,35,2,0
4193,93,63,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,10,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,13,53,4,0
4194,105,58,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1999,7,17,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,5,31,1,0
4195,138,74,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,11,18,18,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,5,62,4,0
4197,99,59,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,3,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,8,29,1,0
4200,98,69,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,9,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,31,1,0
4201,143,73,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,12,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,31,2,0
4202,114,64,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1992,5,17,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9,37,6,0
4204,100,43,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,8,18,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,6,28,0,0
4205,104,56,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,7,35,6,0
4207,108,68,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2009,9,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,1,43,2,0
4210,119,67,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2004,6,18,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,31,2,0
4211,106,68,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,5,18,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,10,24,2,0
4212,98,58,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,6,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,8,28,1,0
4213,109,60,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2015,1,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,9,32,1,0
4215,114,67,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,11,18,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,12,38,1,0
4216,141,72,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1994,7,18,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,28,2,0
4218,104,58,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2013,11,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,20,0,0
