gross,duration,Rating,action,adventure,biography,comedy,crime,drama,family,fantasy,history,horror,mystery,romance,scifi,thriller,war,western,musical,animation,sport,music,noir,yearPublished,monthPublished,budget,disney,warner,sony,universal,fox,paramount,summit,dimension,mgm,dreamworks,marvel,miramax,columbia,united,utv,pixomondo,dharma,productionCorpsOthers,contentRating,language,location,tfidf1,tfidf2,tfidf3,tfidf4
14,115,74,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2002,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,8,41,1,0
9,109,80,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1930,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,8,12,40,2,2
11,90,61,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2007,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,2,11,0,0
14,106,60,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1987,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,16,2,0
15,92,63,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,51,5,0
16,84,42,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,3,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,5,45,8,0
13,95,75,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2005,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,10,15,44,4,2
17,125,67,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,21,0,0
16,106,62,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,33,0,0
15,98,50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,45,1,0
10,129,71,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2004,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,10,7,37,3,0
16,115,62,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1997,11,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,19,1,0
12,95,53,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2002,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,23,1,0
14,99,65,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1992,10,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,28,2,0
10,94,66,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,9,37,3,1
16,108,64,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,13,0,0
15,94,72,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,8,13,36,3,0
11,112,76,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,4,16,39,6,1
14,86,74,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1947,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,7,24,2,0
13,85,67,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2007,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,11,34,0,0
11,137,77,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,5,18,52,2,0
12,76,63,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2014,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,4,16,0,0
16,95,62,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1999,8,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,3,7,47,1,1
16,110,57,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1992,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,9,16,0,0
16,110,57,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,30,2,0
17,103,60,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1986,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,27,0,0
15,104,74,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1986,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,8,24,0,0
12,186,80,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,7,16,49,4,1
10,105,68,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2008,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,7,45,2,0
12,108,78,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1995,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,34,0,0
8,128,48,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,1,8,37,0,0
16,106,57,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1986,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,9,26,1,0
16,97,55,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1973,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,32,0,0
14,91,63,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2008,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,11,31,5,0
15,108,61,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1970,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,22,1,0
17,109,80,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1967,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,10,54,2,0
14,99,62,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1994,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,17,1,0
11,111,74,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2001,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,5,10,7,33,2,0
8,81,59,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,5,0,0
13,148,71,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,2,9,24,4,0
9,116,58,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,6,12,0,0
12,102,59,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1987,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,37,2,0
14,107,63,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1988,5,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,10,6,37,1,0
15,109,63,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1983,8,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,12,0,0
11,127,82,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1969,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,10,10,47,4,1
13,114,72,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2001,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,16,0,0
10,103,68,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,1,32,0,0
12,88,81,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2006,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,10,14,43,4,0
12,99,65,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1992,2,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,6,38,1,0
16,119,66,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1994,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,11,28,0,0
17,107,51,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,8,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,18,55,4,0
16,117,57,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1989,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,33,1,0
15,108,51,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1999,1,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,11,0,0
16,98,65,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1991,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,13,22,2,0
8,89,53,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2012,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,18,45,2,1
9,128,69,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,4,3,41,1,1
12,95,49,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1989,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,10,0,0
17,114,63,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1984,8,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,18,1,0
13,97,71,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2002,2,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,8,6,43,1,0
14,102,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1987,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,22,1,0
16,106,59,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1991,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,11,23,0,0
14,105,72,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,50,5,0
10,98,53,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2009,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,14,36,1,0
16,128,68,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1983,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,5,22,1,0
12,104,63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,1,14,0,0
12,105,68,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1992,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,24,0,0
16,101,72,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1984,11,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,3,19,1,0
16,122,63,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1997,10,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,15,1,0
11,96,53,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2002,1,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,49,5,1
16,145,64,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1978,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,5,19,1,0
11,93,74,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2006,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,10,8,19,1,0
10,143,86,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2007,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,7,1,79,3,0
10,104,55,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,9,29,1,0
9,99,52,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,3,21,0,0
14,99,68,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,11,0,0
9,102,68,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2008,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,8,37,0,0
14,94,73,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,10,13,21,1,0
11,94,76,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1990,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,10,9,51,2,1
13,120,65,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2006,11,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,12,33,2,0
9,85,67,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2007,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,12,34,0,0
14,97,72,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,35,3,0
10,92,54,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2006,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,23,1,0
15,92,66,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,22,1,0
16,114,74,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,14,1,0
11,89,70,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2005,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,10,14,49,2,1
15,114,60,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,2,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,8,24,0,0
16,97,67,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2003,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,11,58,5,0
15,93,61,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1982,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,6,32,4,0
15,125,77,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,8,38,1,0
10,106,75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,7,58,1,0
13,98,71,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1985,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,6,15,1,0
15,101,67,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2001,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,9,21,0,0
15,99,59,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2004,8,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,61,3,1
10,97,64,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,6,35,2,0
17,102,63,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1987,2,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,32,4,0
15,101,63,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1983,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,46,6,2
15,94,56,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1997,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,27,1,0
11,130,66,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,9,10,4,37,2,0
14,90,75,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2005,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,10,4,38,2,0
16,114,61,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1987,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,11,19,1,0
9,95,60,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2008,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,26,1,0
13,118,78,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1960,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,2,32,3,0
15,101,75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,10,27,0,0
16,108,61,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2002,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,13,52,3,0
16,94,62,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,3,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12,23,0,0
16,113,66,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,5,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,18,1,0
16,124,62,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1992,11,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,21,0,0
15,101,70,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,11,21,0,0
8,87,77,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1947,12,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,11,33,4,0
11,91,80,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1958,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,4,8,17,1,0
15,114,76,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1994,9,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,27,1,0
16,105,72,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2003,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,47,4,0
12,112,66,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2004,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,12,54,4,0
15,105,56,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1986,2,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,38,1,0
15,86,51,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1995,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,9,14,0,0
16,119,68,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1992,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,25,3,0
11,113,59,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2002,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,4,26,1,0
16,102,67,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,45,2,0
15,93,73,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1975,9,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,9,51,5,1
9,110,57,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,11,14,0,0
12,115,72,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,4,16,40,0,1
13,115,68,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,12,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4,29,1,0
11,98,57,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,10,8,31,1,0
16,110,70,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1991,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,21,0,0
10,95,69,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2008,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,12,47,1,0
11,102,67,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2008,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,53,7,1
13,97,72,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,17,47,3,0
13,98,65,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,2,8,29,3,0
15,94,61,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1989,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,13,34,2,1
15,118,64,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1997,10,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,66,1,0
12,96,73,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1998,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,10,2,20,0,0
