gross,duration,Rating,action,adventure,biography,comedy,crime,drama,family,fantasy,history,horror,mystery,romance,scifi,thriller,war,western,musical,animation,sport,music,noir,yearPublished,monthPublished,budget,disney,warner,sony,universal,fox,paramount,summit,dimension,mgm,dreamworks,marvel,miramax,columbia,united,utv,pixomondo,dharma,productionCorpsOthers,contentRating,language,location,tfidf1,tfidf2,tfidf3,tfidf4
17,101,44,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1994,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,18,52,3,2
16,157,72,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,10,7,29,1,0
17,110,56,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,11,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,10,24,0,0
16,109,63,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,19,0,0
17,96,68,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1976,12,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,38,0,0
17,129,62,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,7,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,24,2,0
14,79,61,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,8,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,32,2,0
16,116,58,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,21,2,0
15,106,72,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1981,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,19,0,0
16,100,58,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1983,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,18,0,0
16,101,55,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2009,9,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,8,40,2,0
18,117,66,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1983,12,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,24,1,0
10,101,65,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,10,69,2,0
12,124,51,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,10,3,18,0,0
14,99,58,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1990,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,13,1,0
17,99,57,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,16,0,0
16,88,52,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,10,4,27,1,0
16,95,54,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1985,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,13,50,4,0
15,96,61,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,42,1,0
12,124,60,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,10,16,61,2,0
15,90,62,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1992,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,19,0,0
10,105,62,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2011,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,16,49,5,0
12,124,67,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,8,4,13,1,0
14,97,64,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1989,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,14,0,0
15,158,72,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2015,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,7,4,39,0,1
16,102,51,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,56,2,0
16,107,63,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,4,21,2,0
15,76,79,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1993,12,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,14,50,2,0
18,115,65,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2004,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,5,35,1,0
12,115,67,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2007,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,37,1,0
16,115,57,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,2,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,20,4,0
16,108,56,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,7,36,1,0
17,135,62,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,9,49,8,0
16,112,62,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,14,32,2,0
14,114,65,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2006,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,10,3,30,3,0
17,110,64,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,8,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,38,2,0
17,113,57,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,28,0,0
11,115,81,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,10,10,52,5,1
17,102,64,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,20,2,0
16,101,65,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,8,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,11,21,1,0
11,98,69,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,7,33,1,0
15,97,65,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1988,7,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,28,0,0
17,105,64,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1983,12,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,21,0,0
16,94,63,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,10,10,23,2,0
17,114,56,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,12,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,6,29,1,0
16,88,66,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,9,21,0,0
17,84,61,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,18,0,0
16,90,59,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,7,21,1,0
13,85,60,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1988,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,13,27,2,0
16,99,63,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1984,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,6,21,2,0
14,81,69,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1993,2,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,10,6,18,3,0
8,99,45,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,11,25,0,0
17,99,69,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,2,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,5,16,0,0
18,106,61,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,12,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,6,22,1,0
17,84,48,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,11,30,3,0
16,109,62,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,18,1,0
16,91,41,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,11,23,2,0
16,132,67,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2005,8,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,6,3,35,0,0
13,131,56,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,10,5,14,0,0
16,104,55,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,4,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3,10,40,3,0
16,208,68,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1961,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,10,3,27,1,0
13,148,74,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,10,5,47,6,0
18,96,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1999,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,10,8,32,2,0
17,96,48,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,5,22,1,0
17,97,54,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,11,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,10,4,41,0,0
17,120,70,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,5,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,7,22,3,0
14,98,59,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1995,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,7,28,1,0
16,102,58,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,9,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,25,0,0
16,124,56,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,10,1,30,0,0
17,84,58,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1992,11,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,33,2,0
16,123,48,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,2,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,7,34,1,0
16,90,36,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,7,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,5,37,1,0
10,109,65,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,5,36,1,0
15,93,55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1973,6,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,4,25,2,0
16,91,41,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1995,11,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,13,0,0
16,96,70,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1987,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,30,0,0
17,123,75,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,7,62,2,2
16,112,66,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1981,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,7,28,3,0
16,120,58,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,12,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,34,4,0
15,96,37,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,10,5,13,1,0
15,95,59,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1993,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,2,21,2,0
15,112,62,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,9,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,24,3,0
15,102,56,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,50,5,0
17,97,62,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,12,0,0
13,115,79,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2003,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,10,5,53,3,0
14,97,54,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,5,21,0,0
17,106,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2001,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,10,7,40,3,0
16,91,57,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,3,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,5,24,1,0
18,88,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,7,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,6,18,1,0
17,101,55,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,3,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,30,0,0
17,98,53,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2002,9,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3,5,27,2,0
16,99,64,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1981,4,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,18,1,0
10,128,63,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,6,10,2,21,1,0
17,108,55,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2002,2,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,6,27,1,0
17,121,50,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2005,7,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,6,1,24,1,0
17,116,45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2001,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,7,36,3,1
15,102,80,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1938,5,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,6,29,1,0
16,109,53,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,6,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,14,39,5,1
18,82,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2001,12,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,10,8,11,1,0
8,113,61,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2007,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,5,20,0,0
14,97,71,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,10,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,8,30,2,0
16,106,56,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1995,8,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,38,2,0
16,137,77,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3,19,1,0
17,87,67,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1996,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,3,8,44,3,1
17,108,60,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,7,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,28,0,0
14,96,70,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,10,62,3,0
8,100,59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,10,5,22,2,0
18,87,51,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,7,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,8,46,5,0
17,114,59,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,7,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,4,14,0,0
8,99,61,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,6,24,0,0
15,91,72,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1978,10,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,28,0,0
16,102,76,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,10,5,35,1,0
13,119,77,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,10,9,46,3,0
17,101,51,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2012,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,10,5,21,0,0
17,93,59,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,16,36,8,1
15,90,55,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2010,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,42,5,0
14,95,29,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,12,32,3,0
16,92,67,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,1,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,23,2,0
13,93,51,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,3,25,2,0
15,111,73,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,18,0,0
16,98,66,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,34,4,0
17,91,61,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,5,17,1,0
17,120,61,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,9,43,2,0
16,91,65,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012,8,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,6,16,2,0
15,84,73,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1986,8,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,10,5,41,5,0
17,134,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2002,6,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,41,2,0
16,104,63,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,7,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,29,0,0
16,103,62,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1991,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,21,1,0
10,86,56,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,13,0,0
16,88,61,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1972,6,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,17,2,0
8,94,46,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,32,0,0
